Hour,Pb,Ppv,Pd,Ppvmax,Ps,Pc,SOC,SpotPrice,npv
1,0.0,0.0,400.0,0.0,386.279999167,0.0,1487.6288659793813,0.06333,274025.26392705855
2,0.0,0.0,400.0,0.0,385.700000341,0.0,1075.2577319587626,0.05009,274025.26392705855
3,0.0,0.0,400.0,0.0,386.240001583,0.0,662.886597938144,0.0475,274025.26392705855
4,0.0,0.0,400.0,0.0,385.529999323,0.0,250.51546391752532,0.0435,274025.26392705855
5,0.0,0.0,13.890001850999997,0.0,0.0,0.0,236.1958743804119,0.0425,274025.26392705855
6,0.0,0.0,14.180001264,0.0,0.0,0.0,221.5773163762882,0.04209,274025.26392705855
7,0.0,0.0,13.790002248,0.0,0.0,0.0,207.36081921340158,0.0425,274025.26392705855
8,0.0,0.0,13.640000021999997,0.0,0.0,0.0,193.2989635206181,0.04259,274025.26392705855
9,0.0,0.0,90.49999461499954,0.0,76.05999212599954,0.0,100.0,0.04337,274025.26392705855
10,0.0,48.299116059,0.0,48.299116059,33.109113726000004,0.0,100.0,0.04229,274025.26392705855
11,0.0,147.640826059,0.0,147.640826059,0.0,132.050825314,222.80726754202,0.025,274025.26392705855
12,0.0,217.664062255,0.0,217.664062255,0.0,203.224059766,411.80564312440004,0.0039,274025.26392705855
13,162.24050141774183,251.472245353,0.0,251.472245353,0.0,398.52274443774184,782.4317954515,0.0032,274025.26392705855
14,122.39322637799995,293.44677619600003,0.0,293.44677619600003,0.0,400.0,1154.4317954515,0.00206,274025.26392705855
15,134.88197850199998,280.27802,0.0,280.27802,0.0,400.0,1526.4317954515,0.00173,274025.26392705855
16,0.0,246.199711549,0.0,246.199711549,0.0,230.6197102,1740.9081259375,0.00572,274025.26392705855
17,0.0,186.556532392,0.0,186.556532392,0.0,171.06653125,1900.0,0.01849,274025.26392705855
18,0.0,87.41547,0.0,87.41547,72.55547030700001,0.0,1900.0,0.037,274025.26392705855
19,0.0,0.0,15.159998501999999,0.0,0.0,0.0,1884.3711355649484,0.0475,274025.26392705855
20,0.0,0.0,400.0,0.0,385.09999708,0.0,1472.0000015443297,0.05497,274025.26392705855
21,0.0,0.0,400.0,0.0,384.460001878,0.0,1059.628867523711,0.0609,274025.26392705855
22,0.0,0.0,400.0,0.0,385.130000911,0.0,647.2577335030924,0.06,274025.26392705855
23,0.0,0.0,186.2500072139998,0.0,172.25000636399977,0.0,455.24741678762865,0.0475,274025.26392705855
24,0.0,0.0,13.859998019999999,0.0,0.0,0.0,440.95875903505134,0.04209,274025.26392705855
25,0.0,0.0,13.679997605999999,0.0,0.0,0.0,426.8556687195874,0.0378,274025.26392705855
26,0.0,0.0,14.409998658,0.0,0.0,0.0,412.0,0.025,274025.26392705855
27,413.829999832,0.0,0.0,0.0,0.0,400.0,784.0,0.00399,274025.26392705855
28,414.399999262,0.0,0.0,0.0,0.0,400.0,1156.0,0.014,274025.26392705855
29,413.759998417,0.0,0.0,0.0,0.0,400.0,1528.0,0.01,274025.26392705855
30,414.03999843400027,0.0,0.0,0.0,0.0,400.0,1900.0,0.01454,274025.26392705855
31,13.859998019999999,0.0,0.0,0.0,0.0,0.0,1900.0,0.03629,274025.26392705855
32,22.609999962,0.0,0.0,0.0,0.0,0.0,1900.0,0.0447,274025.26392705855
33,0.0,0.0,183.470001264,0.0,0.0,0.0,1710.8556687999999,0.05378,274025.26392705855
34,0.0,53.113753941,155.926249077,53.113753941,0.0,0.0,1550.10695841134,0.05423,274025.26392705855
35,0.0,153.193067745,112.59693287399995,153.193067745,0.0,0.0,1434.0276461701028,0.05,274025.26392705855
36,0.0,223.566089294,263.583909448,223.566089294,0.0,0.0,1162.2916570484533,0.0522,274025.26392705855
37,0.0,252.093353804,0.0,252.093353804,0.0,208.14335617400002,1355.8649782902733,0.045,274025.26392705855
38,0.0,303.574676902,107.00532505099994,303.574676902,0.0,0.0,1245.550210196459,0.043,274025.26392705855
39,134.74302653043478,256.684285353,86.76268631456517,256.684285353,0.0,0.0,1156.1041418309278,0.043,274025.26392705855
40,256.900759302,217.279238451,0.0,217.279238451,0.0,0.0,1156.1041418309278,0.04099,274025.26392705855
41,0.0,153.650963098,302.9090380189999,153.650963098,0.0,0.0,843.8267830484535,0.04366,274025.26392705855
42,0.0,81.12802,291.761978657,81.12802,0.0,0.0,543.0412380412371,0.0522,274025.26392705855
43,0.0,0.0,154.46999789099996,0.0,0.0,0.0,383.7938175350516,0.05777,274025.26392705855
44,0.0,0.0,154.900000134,0.0,0.0,0.0,224.10309574742269,0.06245,274025.26392705855
45,0.0,0.0,79.239999168,0.0,0.0,0.0,142.4123749556701,0.058,274025.26392705855
46,0.0,0.0,22.210001549999998,0.0,0.0,0.0,119.51546614123711,0.05283,274025.26392705855
47,0.0,0.0,18.930002156999997,0.0,0.0,0.0,100.0,0.04626,274025.26392705855
48,18.290001311999998,0.0,0.0,0.0,0.0,0.0,100.0,0.0401,274025.26392705855
49,18.360002726999998,0.0,0.0,0.0,0.0,0.0,100.0,0.0068,274025.26392705855
50,418.46000233,0.0,0.0,0.0,0.0,400.0,472.0,0.0032,274025.26392705855
51,353.9438732977419,0.0,0.0,0.0,0.0,335.4838709677419,784.0,0.0032,274025.26392705855
52,418.529998102,0.0,0.0,0.0,0.0,400.0,1156.0,0.0032,274025.26392705855
53,418.329998896,0.0,0.0,0.0,0.0,400.0,1528.0,0.0032,274025.26392705855
54,418.249998085,0.0,0.0,0.0,0.0,400.0,1900.0,0.00221,274025.26392705855
55,18.360002726999998,0.0,0.0,0.0,0.0,0.0,1900.0,0.00478,274025.26392705855
56,28.080002511,0.0,0.0,0.0,0.0,0.0,1900.0,0.04542,274025.26392705855
57,326.159999649,0.0,0.0,0.0,0.0,0.0,1900.0,0.06192,274025.26392705855
58,0.0,64.137080843,300.65292175599996,64.137080843,0.0,0.0,1590.048534272165,0.067,274025.26392705855
59,0.0,186.64128380399998,88.21871635799997,186.64128380399998,0.0,0.0,1499.1014040061855,0.0636,274025.26392705855
60,0.0,263.512584647,15.877418410000018,263.512584647,0.0,0.0,1482.7329314185565,0.0571,274025.26392705855
61,0.0,307.378292255,0.0,307.378292255,0.0,272.058292529,1735.7471434705267,0.055,274025.26392705855
62,0.0,323.618450706,0.0,323.618450706,0.0,106.61844881699997,1834.9023008703366,0.05542,274025.26392705855
63,0.0,301.61372309800004,0.0,301.61372309800004,0.0,41.37372019600008,1873.3798606526166,0.061,274025.26392705855
64,0.0,248.19211,22.677888508999956,248.19211,0.0,0.0,1850.0005941484928,0.06603,274025.26392705855
65,0.0,184.855222392,240.344776821,184.855222392,0.0,0.0,1602.2224737144722,0.06752,274025.26392705855
66,0.0,91.403261549,362.69674143399993,91.403261549,0.0,0.0,1228.3083072876682,0.08957,274025.26392705855
67,0.0,0.0,156.10000101299997,0.0,0.0,0.0,1067.380471191792,0.0942,274025.26392705855
68,0.0,0.0,158.17999952699998,0.0,0.0,0.0,904.3083067309672,0.10435,274025.26392705855
69,0.0,0.0,120.85000270199998,0.0,0.0,0.0,779.7206750794207,0.11326,274025.26392705855
70,0.0,0.0,23.690002445999998,0.0,0.0,0.0,755.2979921454001,0.11326,274025.26392705855
71,0.0,0.0,18.999997928999996,0.0,0.0,0.0,735.7103654144723,0.0942,274025.26392705855
72,0.0,0.0,18.470001726,0.0,0.0,0.0,716.6691265216888,0.08658,274025.26392705855
73,18.499999913999996,0.0,0.0,0.0,0.0,0.0,716.6691265216888,0.09039,274025.26392705855
74,18.539997497999998,0.0,0.0,0.0,0.0,0.0,716.6691265216888,0.087,274025.26392705855
75,90.93878618435613,0.0,0.0,0.0,0.0,72.39878868635614,784.0,0.08021,274025.26392705855
76,418.580000725,0.0,0.0,0.0,0.0,400.0,1156.0,0.0701,274025.26392705855
77,418.499999914,0.0,0.0,0.0,0.0,400.0,1528.0,0.06686,274025.26392705855
78,418.470001726,0.0,0.0,0.0,0.0,400.0,1900.0,0.06814,274025.26392705855
79,18.46000233,0.0,0.0,0.0,0.0,0.0,1900.0,0.08674,274025.26392705855
80,24.769999286999997,0.0,0.0,0.0,0.0,0.0,1900.0,0.09451,274025.26392705855
81,363.7358571819728,0.0,95.15414427802716,0.0,0.0,0.0,1801.902944043271,0.096,274025.26392705855
82,46.08180709700002,62.308195353,400.0,62.308195353,0.0,0.0,1389.5318100226523,0.09813,274025.26392705855
83,257.6352021419999,170.984799294,0.0,170.984799294,0.0,0.0,1389.5318100226523,0.095,274025.26392705855
84,227.89987372699997,249.89012605899998,0.0,249.89012605899998,0.0,0.0,1389.5318100226523,0.09035,274025.26392705855
85,0.0,268.110104647,0.0,268.110104647,0.0,231.460106251,1604.7897088360824,0.089,274025.26392705855
86,138.61123540899996,300.908762255,0.0,300.908762255,0.0,0.0,1604.7897088360824,0.08596,274025.26392705855
87,192.29967970099995,284.09032,0.0,284.09032,0.0,0.0,1604.7897088360824,0.09211,274025.26392705855
88,0.0,247.471576196,226.93842459399997,247.471576196,0.0,0.0,1370.8325700793814,0.09862,274025.26392705855
89,0.0,172.46988929399998,277.710113451,172.46988929399998,0.0,0.0,1084.5334840474227,0.0995,274025.26392705855
90,0.0,98.992523804,262.09747655499996,98.992523804,0.0,0.0,814.329899970103,0.1,274025.26392705855
91,0.0,0.0,204.88000034699996,0.0,0.0,0.0,603.1134047670103,0.10257,274025.26392705855
92,0.0,0.0,227.12999948099997,0.0,0.0,0.0,368.9587661268041,0.104,274025.26392705855
93,0.0,0.0,216.72000187199998,0.0,0.0,0.0,145.5360837845361,0.10518,274025.26392705855
94,0.0,0.0,24.769999286999997,0.0,0.0,0.0,120.00000204536083,0.10242,274025.26392705855
95,0.0,0.0,19.400001984,0.0,0.0,0.0,100.0,0.09941,274025.26392705855
96,18.529998102,0.0,0.0,0.0,0.0,0.0,100.0,0.09039,274025.26392705855
97,18.799998723,0.0,0.0,0.0,0.0,0.0,100.0,0.08608,274025.26392705855
98,18.580000724999998,0.0,0.0,0.0,0.0,0.0,100.0,0.08051,274025.26392705855
99,18.599999517,0.0,0.0,0.0,0.0,0.0,100.0,0.07701,274025.26392705855
100,131.9333793620986,0.0,0.0,0.0,0.0,113.31338105309861,205.38144437938172,0.07067,274025.26392705855
101,418.439997895,0.0,0.0,0.0,0.0,400.0,577.3814443793817,0.0611,274025.26392705855
102,418.529998102,0.0,0.0,0.0,0.0,400.0,949.3814443793817,0.06826,274025.26392705855
103,18.470001726,0.0,0.0,0.0,0.0,0.0,949.3814443793817,0.075,274025.26392705855
104,0.0,0.0,23.900001047999996,0.0,0.0,0.0,924.7422680412374,0.08639,274025.26392705855
105,24.939997988000016,0.0,400.0,0.0,0.0,0.0,512.3711340206187,0.09088,274025.26392705855
106,5.694239693999975,56.695759157,400.0,56.695759157,0.0,0.0,100.0,0.09,274025.26392705855
107,280.39842527299993,172.021577608,0.0,172.021577608,0.0,0.0,100.0,0.07647,274025.26392705855
108,246.09643541899993,231.943566196,0.0,231.943566196,0.0,0.0,100.0,0.05768,274025.26392705855
109,153.955260235,279.354742392,0.0,279.354742392,0.0,400.0,472.0,0.04587,274025.26392705855
110,464.6736724929999,293.816326902,0.0,293.816326902,0.0,400.0,844.0,0.04407,274025.26392705855
111,502.710247478,270.869754647,0.0,270.869754647,0.0,400.0,1216.0,0.04,274025.26392705855
112,600.0,220.704917745,0.0,220.704917745,0.0,354.72491565300004,1545.89417155729,0.03055,274025.26392705855
113,600.0,164.098402255,0.0,164.098402255,0.0,345.05840341600003,1866.7984867341702,0.04437,274025.26392705855
114,0.0,87.616716196,292.35328369699994,87.616716196,0.0,0.0,1565.4033489022115,0.067,274025.26392705855
115,0.0,0.0,236.769998454,0.0,0.0,0.0,1321.3105669908714,0.07547,274025.26392705855
116,0.0,0.0,351.701249390145,0.0,120.03124761814496,0.0,958.7319593721652,0.07819,274025.26392705855
117,0.0,0.0,400.0,0.0,243.120000955,0.0,546.3608253515465,0.07994,274025.26392705855
118,0.0,0.0,400.0,0.0,376.990001626,0.0,133.98969133092783,0.07826,274025.26392705855
119,0.0,0.0,16.590002417999997,0.0,0.0,0.0,116.88659605463917,0.075,274025.26392705855
120,0.0,0.0,16.379998172999997,0.0,0.0,0.0,100.0,0.068,274025.26392705855
121,16.520001002999997,0.0,0.0,0.0,0.0,0.0,100.0,0.0525,274025.26392705855
122,16.639999398,0.0,0.0,0.0,0.0,0.0,100.0,0.045,274025.26392705855
123,16.849998,0.0,0.0,0.0,0.0,0.0,100.0,0.0442,274025.26392705855
124,16.780002227999997,0.0,0.0,0.0,0.0,0.0,100.0,0.0435,274025.26392705855
125,16.780002227999997,0.0,0.0,0.0,0.0,0.0,100.0,0.02399,274025.26392705855
126,381.4860808817891,0.0,0.0,0.0,0.0,364.7760800687891,439.2417544639739,0.02399,274025.26392705855
127,0.0,0.0,16.700001417,0.0,0.0,0.0,422.02525815778836,0.03051,274025.26392705855
128,0.0,0.0,16.449999587999997,0.0,0.0,0.0,405.0664956959327,0.0444,274025.26392705855
129,0.0,0.0,16.569997983,0.0,0.0,0.0,387.98402354851004,0.0458,274025.26392705855
130,0.0,61.828438451,0.0,61.828438451,0.0,44.608440227,429.46987295962003,0.045,274025.26392705855
131,0.0,165.944956902,0.0,165.944956902,0.0,150.064956744,569.0302827315401,0.025,274025.26392705855
132,0.0,264.37956084300004,0.0,264.37956084300004,0.0,249.28955811300003,800.8695717766301,0.004,274025.26392705855
133,0.0,270.773024647,0.0,270.773024647,0.0,255.4030219,1038.39438214363,0.0032,274025.26392705855
134,0.0,299.646480706,0.0,299.646480706,0.0,285.06648103,1303.50620950153,0.0032,274025.26392705855
135,0.0,269.776676059,0.0,269.776676059,0.0,254.756674744,1540.42991701345,0.0032,274025.26392705855
136,0.0,240.799901549,0.0,240.799901549,0.0,226.029902063,1750.63772593204,0.0032,274025.26392705855
137,0.0,174.854598451,0.0,174.854598451,0.0,160.60459577199998,1900.0,0.025,274025.26392705855
138,0.0,91.60870070600001,0.0,91.60870070600001,76.71870282500001,0.0,1900.0,0.065,274025.26392705855
139,0.0,0.0,14.080001660999999,0.0,0.0,0.0,1885.4845343701031,0.08596,274025.26392705855
140,0.0,0.0,400.0,0.0,385.639998322,0.0,1473.1134003494844,0.09205,274025.26392705855
141,0.0,0.0,400.0,0.0,384.740001895,0.0,1060.7422663288658,0.09214,274025.26392705855
142,0.0,0.0,155.98365573599207,0.0,141.23365504199208,0.0,899.9343738175337,0.088,274025.26392705855
143,0.0,0.0,13.610001833999998,0.0,0.0,0.0,885.9034440917605,0.08657,274025.26392705855
144,0.0,0.0,13.829999831999999,0.0,0.0,0.0,871.6457123061936,0.07987,274025.26392705855
145,0.0,0.0,13.459999607999999,0.0,0.0,0.0,857.7694240505234,0.08408,274025.26392705855
146,0.0,0.0,14.100000452999998,0.0,0.0,0.0,843.2333411092862,0.07982,274025.26392705855
147,0.0,0.0,13.790002248,0.0,0.0,0.0,829.0168439463996,0.07676,274025.26392705855
148,0.0,0.0,13.759998416999998,0.0,0.0,0.0,814.8312785680491,0.07346,274025.26392705855
149,0.0,0.0,14.00000085,0.0,0.0,0.0,800.3982880010388,0.07186,274025.26392705855
150,0.0,0.0,13.749999020999999,0.0,0.0,0.0,786.2230312783585,0.07208,274025.26392705855
151,0.0,0.0,14.229998243999999,0.0,0.0,0.0,771.5529299958843,0.0749,274025.26392705855
152,0.0,0.0,13.610001833999998,0.0,0.0,0.0,757.5220002701111,0.07769,274025.26392705855
153,0.0,0.0,14.589999071999998,0.0,0.0,0.0,742.48076411341,0.08179,274025.26392705855
154,0.0,44.115767745,0.0,44.115767745,29.185766637,0.0,742.48076411341,0.08486,274025.26392705855
155,0.0,126.555482392,0.0,126.555482392,0.0,111.29548428700001,845.98556450032,0.061,274025.26392705855
156,0.0,202.506800706,0.0,202.506800706,0.0,187.986803049,1020.8132913358901,0.05587,274025.26392705855
157,0.0,212.386137745,0.0,212.386137745,0.0,197.37613582600002,1204.37309765407,0.0506,274025.26392705855
158,0.0,249.171389157,0.0,249.171389157,0.0,233.581388412,1421.60378887723,0.05177,274025.26392705855
159,0.0,212.82876,0.0,212.82876,0.0,197.858761308,1605.61243689367,0.04998,274025.26392705855
160,0.0,207.138160843,0.0,207.138160843,0.0,192.118159528,1784.28232525471,0.04557,274025.26392705855
161,0.0,139.79761,0.0,139.79761,0.0,124.42760725299999,1900.0,0.06,274025.26392705855
162,0.0,85.00021464699999,0.0,85.00021464699999,70.170213142,0.0,1900.0,0.09205,274025.26392705855
163,0.0,0.0,14.430003092999998,0.0,0.0,0.0,1885.1237081515465,0.10485,274025.26392705855
164,0.0,0.0,15.370002747,0.0,0.0,0.0,1869.2783444948454,0.10355,274025.26392705855
165,0.0,0.0,14.940000503999999,0.0,0.0,0.0,1853.8762821195878,0.1005,274025.26392705855
166,0.0,0.0,15.439998518999998,0.0,0.0,0.0,1837.958757873196,0.09589,274025.26392705855
167,0.0,0.0,14.370001074,0.0,0.0,0.0,1823.1443237762887,0.09117,274025.26392705855
168,0.0,0.0,13.579998002999998,0.0,0.0,0.0,1809.1443258350516,0.08386,274025.26392705855
169,14.360001678,0.0,0.0,0.0,0.0,0.0,1809.1443258350516,0.08697,274025.26392705855
170,13.970002662,0.0,0.0,0.0,0.0,0.0,1809.1443258350516,0.08418,274025.26392705855
171,14.250002678999998,0.0,0.0,0.0,0.0,0.0,1809.1443258350516,0.08153,274025.26392705855
172,14.399999262,0.0,0.0,0.0,0.0,0.0,1809.1443258350516,0.07879,274025.26392705855
173,111.8042731446434,0.0,0.0,0.0,0.0,97.6942732956434,1900.0,0.07843,274025.26392705855
174,14.609997863999999,0.0,0.0,0.0,0.0,0.0,1900.0,0.0821,274025.26392705855
175,14.00000085,0.0,0.0,0.0,0.0,0.0,1900.0,0.0943,274025.26392705855
176,22.320000549,0.0,0.0,0.0,0.0,0.0,1900.0,0.11107,274025.26392705855
177,376.780000707,0.0,0.0,0.0,0.0,0.0,1900.0,0.1204,274025.26392705855
178,0.0,56.551113098,391.86888873399994,56.551113098,0.0,0.0,1496.011454913402,0.11698,274025.26392705855
179,0.0,144.152256902,332.497744024,144.152256902,0.0,0.0,1153.2302755072164,0.11057,274025.26392705855
180,169.2876840325252,221.279308451,109.53300845547477,221.279308451,0.0,0.0,1040.309648233531,0.103,274025.26392705855
181,0.0,223.541233098,0.0,223.541233098,0.0,187.57123313099999,1214.7508950453612,0.09546,274025.26392705855
182,86.39127129299993,282.208726902,0.0,282.208726902,0.0,0.0,1214.7508950453612,0.09388,274025.26392705855
183,539.243354087,240.946643804,0.0,240.946643804,0.0,400.0,1586.7508950453612,0.1,274025.26392705855
184,254.21461017599995,207.805388451,0.0,207.805388451,0.0,0.0,1586.7508950453612,0.10798,274025.26392705855
185,261.18404545699997,155.475956059,0.0,155.475956059,0.0,0.0,1586.7508950453612,0.11527,274025.26392705855
186,0.0,91.591630706,212.81836782399995,91.591630706,0.0,0.0,1367.350515845361,0.12517,274025.26392705855
187,47.48000217799995,0.0,400.0,0.0,0.0,0.0,954.9793818247424,0.12999,274025.26392705855
188,67.70999917399996,0.0,400.0,0.0,0.0,0.0,542.6082478041237,0.13,274025.26392705855
189,44.26999855699995,0.0,400.0,0.0,0.0,0.0,130.23711378350515,0.13328,274025.26392705855
190,0.0,0.0,29.330000369999997,0.0,0.0,0.0,100.0,0.12947,274025.26392705855
191,19.220001569999997,0.0,0.0,0.0,0.0,0.0,100.0,0.11542,274025.26392705855
192,18.680000328,0.0,0.0,0.0,0.0,0.0,100.0,0.10798,274025.26392705855
193,354.27387029474187,0.0,0.0,0.0,0.0,335.4838709677419,412.0,0.09892,274025.26392705855
194,18.899998326,0.0,0.0,0.0,0.0,0.0,412.0,0.1,274025.26392705855
195,418.789999327,0.0,0.0,0.0,0.0,400.0,784.0,0.09843,274025.26392705855
196,418.84000195,0.0,0.0,0.0,0.0,400.0,1156.0,0.09862,274025.26392705855
197,418.719997912,0.0,0.0,0.0,0.0,400.0,1528.0,0.09715,274025.26392705855
198,418.750001743,0.0,0.0,0.0,0.0,400.0,1900.0,0.09753,274025.26392705855
199,17.930000483999997,0.0,0.0,0.0,0.0,0.0,1900.0,0.10279,274025.26392705855
200,54.209998655999996,0.0,0.0,0.0,0.0,0.0,1900.0,0.10828,274025.26392705855
201,414.25999975799994,0.0,0.0,0.0,0.0,0.0,1900.0,0.12255,274025.26392705855
202,39.58892109599998,54.181078451,400.0,54.181078451,0.0,0.0,1487.6288659793813,0.12075,274025.26392705855
203,0.0,143.712929157,328.21706906400004,143.712929157,0.0,0.0,1149.2607535422678,0.11032,274025.26392705855
204,184.7462599465503,216.093023098,75.19071582844965,216.093023098,0.0,0.0,1071.7445516572682,0.10767,274025.26392705855
205,0.0,222.07501000000002,0.0,222.07501000000002,0.0,175.88501223400002,1235.3176130348882,0.10701,274025.26392705855
206,203.499173943,248.58082690199998,0.0,248.58082690199998,0.0,0.0,1235.3176130348882,0.10648,274025.26392705855
207,600.0,243.580215353,0.0,243.580215353,0.0,378.03021550400024,1586.8857134536083,0.10707,274025.26392705855
208,164.8727480969999,208.33725380400003,0.0,208.33725380400003,0.0,0.0,1586.8857134536083,0.11475,274025.26392705855
209,298.2492933109999,162.730706059,0.0,162.730706059,0.0,0.0,1586.8857134536083,0.12429,274025.26392705855
210,0.0,88.390856059,215.63914285099997,88.390856059,0.0,0.0,1364.5773187618558,0.13735,274025.26392705855
211,25.48999862599993,0.0,400.0,0.0,0.0,0.0,952.2061847412372,0.137,274025.26392705855
212,48.559999018999974,0.0,400.0,0.0,0.0,0.0,539.8350507206186,0.13895,274025.26392705855
213,7.549998745999972,0.0,400.0,0.0,0.0,0.0,127.4639167,0.14801,274025.26392705855
214,0.0,0.0,26.639999199,0.0,0.0,0.0,100.0,0.13,274025.26392705855
215,18.779999931,0.0,0.0,0.0,0.0,0.0,100.0,0.11186,274025.26392705855
216,18.390000914999998,0.0,0.0,0.0,0.0,0.0,100.0,0.10611,274025.26392705855
217,18.219999896999997,0.0,0.0,0.0,0.0,0.0,100.0,0.09233,274025.26392705855
218,353.9138694667419,0.0,0.0,0.0,0.0,335.4838709677419,412.0,0.09012,274025.26392705855
219,418.290001312,0.0,0.0,0.0,0.0,400.0,784.0,0.08701,274025.26392705855
220,418.290001312,0.0,0.0,0.0,0.0,400.0,1156.0,0.0858,274025.26392705855
221,418.249998085,0.0,0.0,0.0,0.0,400.0,1528.0,0.085,274025.26392705855
222,418.24999808500013,0.0,0.0,0.0,0.0,400.0,1900.0,0.0863,274025.26392705855
223,17.75000007,0.0,0.0,0.0,0.0,0.0,1900.0,0.095,274025.26392705855
224,25.629998129999997,0.0,0.0,0.0,0.0,0.0,1900.0,0.10394,274025.26392705855
225,28.18999919299995,0.0,400.0,0.0,0.0,0.0,1487.6288659793813,0.1214,274025.26392705855
226,9.89362424199993,45.876373804,400.0,45.876373804,0.0,0.0,1075.2577319587626,0.1214,274025.26392705855
227,0.0,145.69993690200002,312.460063506,145.69993690200002,0.0,0.0,753.1339551484533,0.10538,274025.26392705855
228,0.0,205.322152392,299.107846593,205.322152392,0.0,0.0,444.7753504134018,0.10297,274025.26392705855
229,0.0,252.689006902,0.0,252.689006902,0.0,211.839008251,641.7856280868318,0.09999,274025.26392705855
230,0.0,282.141046059,161.23895546699993,282.141046059,0.0,0.0,475.55990080126486,0.0985,274025.26392705855
231,229.85640903899997,215.71359,0.0,215.71359,0.0,0.0,475.55990080126486,0.09476,274025.26392705855
232,243.14714458299997,198.322853804,0.0,198.322853804,0.0,0.0,475.55990080126486,0.09473,274025.26392705855
233,318.227805312,148.11219760799997,0.0,148.11219760799997,0.0,0.0,475.55990080126486,0.09937,274025.26392705855
234,116.88959055477304,89.557306059,241.3231049772269,89.557306059,0.0,0.0,226.77319463917524,0.1027,274025.26392705855
235,0.0,0.0,61.73000153099999,0.0,0.0,0.0,163.13401780309277,0.11129,274025.26392705855
236,0.0,0.0,20.55000024,0.0,0.0,0.0,141.94845054536083,0.1214,274025.26392705855
237,0.0,0.0,20.379999222,0.0,0.0,0.0,120.93814206907217,0.12,274025.26392705855
238,0.0,0.0,20.309997807,0.0,0.0,0.0,100.0,0.10771,274025.26392705855
239,18.830002554,0.0,0.0,0.0,0.0,0.0,100.0,0.10132,274025.26392705855
240,18.349997688,0.0,0.0,0.0,0.0,0.0,100.0,0.09268,274025.26392705855
241,18.470001726,0.0,0.0,0.0,0.0,0.0,100.0,0.09175,274025.26392705855
242,18.50999931,0.0,0.0,0.0,0.0,0.0,100.0,0.08618,274025.26392705855
243,418.360002727,0.0,0.0,0.0,0.0,400.0,472.0,0.0821,274025.26392705855
244,418.3199995,0.0,0.0,0.0,0.0,400.0,844.0,0.08,274025.26392705855
245,418.360002727,0.0,0.0,0.0,0.0,400.0,1216.0,0.0796,274025.26392705855
246,418.349997688,0.0,0.0,0.0,0.0,400.0,1588.0,0.0811,274025.26392705855
247,17.779998257999996,0.0,0.0,0.0,0.0,0.0,1588.0,0.08591,274025.26392705855
248,0.0,0.0,23.54000022,0.0,0.0,0.0,1563.7319585360824,0.10205,274025.26392705855
249,49.82000191700001,0.0,400.0,0.0,0.0,0.0,1151.3608245154637,0.11384,274025.26392705855
250,0.0,68.110497745,364.56950111599997,68.110497745,0.0,0.0,775.5159780041236,0.11,274025.26392705855
251,0.0,181.962906059,207.12709599999997,181.962906059,0.0,0.0,561.9828893443298,0.09763,274025.26392705855
252,21.92783377500001,262.042169157,0.0,262.042169157,0.0,0.0,561.9828893443298,0.08618,274025.26392705855
253,173.43984760799998,298.980151549,0.0,298.980151549,0.0,400.0,933.9828893443298,0.08389,274025.26392705855
254,519.147726159,322.352276059,0.0,322.352276059,0.0,400.0,1305.9828893443298,0.08218,274025.26392705855
255,535.5596198159999,322.18037774500004,0.0,322.18037774500004,0.0,400.0,1677.9828893443298,0.083,274025.26392705855
256,455.53402079383886,276.274056902,0.0,276.274056902,0.0,238.7280759738389,1900.0,0.085,274025.26392705855
257,198.15547311999998,212.164527608,0.0,212.164527608,0.0,0.0,1900.0,0.09763,274025.26392705855
258,0.0,118.842238451,203.63776339299994,118.842238451,0.0,0.0,1690.0641614505155,0.1185,274025.26392705855
259,52.479999256999974,0.0,400.0,0.0,0.0,0.0,1277.6930274298968,0.12893,274025.26392705855
260,75.45999944299996,0.0,400.0,0.0,0.0,0.0,865.3218934092781,0.13231,274025.26392705855
261,22.17000164899997,0.0,400.0,0.0,0.0,0.0,452.9507593886595,0.11793,274025.26392705855
262,0.0,0.0,21.769999910999996,0.0,0.0,0.0,430.5074605113399,0.10833,274025.26392705855
263,0.0,0.0,19.189997739,0.0,0.0,0.0,410.72395768762857,0.1,274025.26392705855
264,18.750001743,0.0,0.0,0.0,0.0,0.0,410.72395768762857,0.09326,274025.26392705855
265,18.840001949999998,0.0,0.0,0.0,0.0,0.0,410.72395768762857,0.08898,274025.26392705855
266,20.422089059926265,0.0,0.0,0.0,0.0,1.3720885079262692,412.0,0.08645,274025.26392705855
267,419.120001967,0.0,0.0,0.0,0.0,400.0,784.0,0.08499,274025.26392705855
268,418.969999741,0.0,0.0,0.0,0.0,400.0,1156.0,0.083,274025.26392705855
269,418.969999741,0.0,0.0,0.0,0.0,400.0,1528.0,0.08314,274025.26392705855
270,419.040001156,0.0,0.0,0.0,0.0,400.0,1900.0,0.085,274025.26392705855
271,18.979999136999997,0.0,0.0,0.0,0.0,0.0,1900.0,0.089,274025.26392705855
272,0.0,0.0,23.579997803999998,0.0,0.0,0.0,1875.690723913402,0.10277,274025.26392705855
273,0.0,0.0,384.81000099299996,0.0,0.0,0.0,1478.9793826835053,0.11328,274025.26392705855
274,17.659643286999994,55.160357608,400.0,55.160357608,0.0,0.0,1066.6082486628866,0.105,274025.26392705855
